Review,Rating
"I ordered the printer on 26.01.2015 and I received it on 31.01.2015. The packing of Flipkart was as efficient as ever. The canon packing is a master piece . I could unpack and install the printer as a wifi printer in about 60 minutes. I loved the glossy finish and the quality of print. I don't have any Cons except that Canon could have given a Printer cover for preventing any dust entering the device over a period of time. I thank Flipkart for supplying such classy item and also Canon for the...
READ MORE",4
"Using since 1 year. Fully satisfied.
Suggestions for buyers and users-
1. If you think that printing cost is high then try refilling the cartridge. It cost 150 rupees per bottle of ink and has 100 ml. Cartridge can be refilled upto 20-25 times from ink bottle. After refilling the printing cost of color mode comes down to 0.99 to 1.20 rupees and black 0.30 rupees estimated by me.
2. No problem with software.
3. If refilling cartridge then you require some technical guidelines and can search on...
READ MORE",5
"VFM product...built quality is good...printer looks sturdy will at least last 4/5 years...connectivity is good...
for MAC and IOS you will have to use brother’s iPrint&Scan software...I have tried using the drivers/software available in site but still I am not able to print directly from applications....in Mac or IPhone you cannot print from ms word or excel or PowerPoint directly....you will have to save the file as pdf or image and then use iPrint&Scan software...(if anyone has done it plea...
READ MORE",3
"First brother don't offer free installation for online purchases(only telephonic assistance) which does not justify customer values. Although installation is easy.
After connecting to my pc with USB and wifi it prints slowly: but after installation of brother drivers it works very fast(but not as fast as cartridge inkjet printers). One more thing I notice is that color print is much faster than monochrome print. Photo prints are very nice.
Problem. I have face is black is not bla...
READ MORE",5
"Amazing printer for the price offered. Love the print quality, it can print in eco mode, normal and even fine photo quality print. It has the all in one functionality of scan, copy and print. These ink tank printers are very economical for home and office use. Also since Brother printers are designed in Japan, you can definitely trust them.",5
Picture quality is good printer performance is high,5
Best print quality with this price,5
Easy to use... Hassel free. Just missing automatic duplex printing else perfect,4
"So far so good. Print quality is awesome. Print speed for photo print in best quality is slow. Connects well to wifi.

Pros: 1 Easy to install
2. Economical
3. Paper tray is great.
Cons : finding original replacment ink online is confusing and a bit difficult too.",5
Good printer.,5
Bit slow with WiFi but connects fast takes time only for first time connection.,2
Brilliant,3
"Received it with in 2 days , easy installation and connectivity is very easy using USB and even with wifi , printing speed is very fast .. very good printer for office use..",5
Really worth for money. Packing was so good and clean. All process is working fine as per they mentioned. I will suggest everyone to buy this for normal use.,5
Very poor product,1
Super. Fast and multi function awesome,5
Very bad item.....,1
Best product,5
Best product works more fast package very bad,5
"Very good looking product.
But don't buy if you are looking for cost effective printer
It's chip is very costly and you need to change frequently
For one print out you may cost approximately 1.5 rs after 3 months of usage",5
Poor quality product and service is not good,1
Very impressive in terms of the delivery time that was met,5
"Let's go step by step.

1. The order was received in about 12 hours in perfect condition and good sturdy packaging. Seller HappyGoLucky.
2. The product took about 10 minutes to unpack and connect to the system.
3. Installation couldn't happen using provided CD as the software version was old. My Mac didn't accept it. However the driver is available on HP website.
I strongly recommend installing the driver from HP website. The drivers installed on simply connecting the printer are basic printe...
READ MORE",5
